"cnumber","pname","van0","title","fips","county","city","tn","date","month","year","state"
"fsa2000001059/PP","Lange","Homes and Living Conditions","Migrant potato pickers pitching their tent. Often they are without water and san",6029,"Kern","Shafter","thumb/0570/0571/3a00974_150px.jpg","1937-05","05",1937,"California"
"fsa2000001063/PP","Lange","Work","Migrant agricultural worker picking potatoes near Shafter, California",6029,"Kern","Shafter","thumb/0570/0571/8b31890_150px.jpg","1937-05","05",1937,"California"
"fsa2000001064/PP","Lange","Work","Potato field and pickers near Shafter, California",6029,"Kern","Shafter","thumb/0570/0571/8b31891_150px.jpg","1937-05","05",1937,"California"
"fsa2000001075/PP","Lange","Work","Seven-horse disc used in cultivating corn. Tulare County, California",6107,"Tulare","","thumb/0570/0571/8b15315_150px.jpg","1937-05","05",1937,"California"
"fsa2000001076/PP","Lange","People As Such","Henry Lotz closing the gate to the barns at the Midway City Dairy Association, n",6059,"Orange","Santa Ana","thumb/0570/0571/8b31898_150px.jpg","1937-05","05",1937,"California"
"fsa2000001078/PP","Lange","Work","Mechanical potato digger in the field. Shafter, California",6029,"Kern","Shafter","thumb/0570/0571/8b31901_150px.jpg","1937-05","05",1937,"California"
"fsa2000001083/PP","Lange","Work","Mexicans picking cantaloupes one mile north of the Mexican border. Imperial Vall",6025,"Imperial","Imperial Valley","thumb/0570/0571/8b31906_150px.jpg","1937-05","05",1937,"California"
"fsa2000001092/PP","Lange","Work","Mexican melon picker of the Imperial Valley, unloading his bag. California",6025,"Imperial","Imperial Valley","thumb/0570/0572/8b31915_150px.jpg","1937-05","05",1937,"California"
"fsa2000001093/PP","Lange","Work","Mexican picking melons in the Imperial Valley, California",6025,"Imperial","Imperial Valley","thumb/0570/0572/8b31916_150px.jpg","1937-05","05",1937,"California"
"fsa2000001094/PP","Lange","Work","Mexican picking cantaloupes in the Imperial Valley, California. This is highly s",6025,"Imperial","Imperial Valley","thumb/0570/0572/8b31917_150px.jpg","1937-05","05",1937,"California"
"fsa2000001680/PP","Lange","Organized Society","Farm Security Administration camp for migrant agricultural workers at Shafter, C",6029,"Kern","Shafter","thumb/0570/0577/8b32325_150px.jpg","1938-06","06",1938,"California"
"fsa2000001681/PP","Lange","Organized Society","Farm Security Administration camp for migrant agricultural workers at Shafter, C",6029,"Kern","Shafter","thumb/0570/0577/8b32326_150px.jpg","1938-06","06",1938,"California"
"fsa2000001682/PP","Lange","Organized Society","Farm Security Administration camp for migrant agricultural workers at Shafter, C",6029,"Kern","Shafter","thumb/0570/0577/8b32327_150px.jpg","1938-06","06",1938,"California"
"fsa2000001683/PP","Lange","Organized Society","Farm Security Administration camp for migrant agricultural workers at Shafter, C",6029,"Kern","Shafter","thumb/0570/0577/8b38679_150px.jpg","1938-06","06",1938,"California"
"fsa2000001720/PP","Lange","Work","Cantaloupe field, desert agriculture on the Mexican border. Large-scale corporat",6025,"Imperial","Imperial Valley","thumb/0570/0578/8b32362_150px.jpg","1938-06","06",1938,"California"
"fsa2000001722/PP","Lange","Transportation","Itinerant laborers riding the freight. West side of San Joaquin Valley, Californ",6077,"San Joaquin Valley","","thumb/0570/0578/8b32364_150px.jpg","1938-06","06",1938,"California"
"fsa2000001730/PP","Lange","People As Such","Migrant agricultural labor family. Tenant farmer with six children, refugees fro",6029,"Kern","Wasco","thumb/0570/0578/8b32372_150px.jpg","1938-06","06",1938,"California"
"fsa2000001732/PP","Lange","Religion","&quot;Victory through Christ&quot; Society holding its Sunday Morning Revival in",6047,"Merced","Dos Palos","thumb/0570/0578/8b32374_150px.jpg","1938-06","06",1938,"California"
"fsa2000001737/PP","Lange","Work","Thousands of migrant workers are employed for harvesting the potato crop of Kern",6029,"Kern","","thumb/0570/0578/8b32379_150px.jpg","1938-06","06",1938,"California"
"fsa2000001748/PP","Lange","Work","Cantaloupe field and ranch house. Imperial Valley, California. Desert agricultur",6025,"Imperial","Imperial Valley","thumb/0570/0578/8b32388_150px.jpg","1938-06","06",1938,"California"
"fsa2000001764/PP","Lange","Work","Mexican cantaloupe pickers at 5:00 a.m. Imperial Valley, California. Gang labor.",6025,"Imperial","Imperial Valley","thumb/0570/0578/8b38687_150px.jpg","1938-06","06",1938,"California"
"fsa2000001765/PP","Lange","Work","Mexican cantaloupe pickers at 5:00 a.m. Imperial Valley, California. Gang labor ",6025,"Imperial","Imperial Valley","thumb/0570/0578/8b38688_150px.jpg","1938-06","06",1938,"California"
"fsa2000001766/PP","Lange","Work","Mexican cantaloupe pickers at 5:00 a.m. Imperial Valley, California",6025,"Imperial","Imperial Valley","thumb/0570/0578/8b38689_150px.jpg","1938-06","06",1938,"California"
"fsa2000001772/PP","Lange","Work","Mexican cantaloupe pickers. Gang labor. Imperial Valley, California",6025,"Imperial","Imperial Valley","thumb/0570/0578/8b38692_150px.jpg","1938-06","06",1938,"California"
"fsa2000001773/PP","Lange","Work","Mexican cantaloupe worker at 5:00 a.m. Imperial Valley, California",6025,"Imperial","Imperial Valley","thumb/0570/0578/8b32399_150px.jpg","1938-06","06",1938,"California"
"fsa2000001774/PP","Lange","Work","Mexican gang labor. Cantaloupe workers. Imperial Valley, California",6025,"Imperial","Imperial Valley","thumb/0570/0578/8b32401_150px.jpg","1938-06","06",1938,"California"
"fsa2000001823/PP","Lange","People As Such","Car trouble on west side of Highway No. 33 in San Joaquin Valley. Formerly a Cal",6077,"San Joaquin Valley","","thumb/0570/0579/8b32439_150px.jpg","1938-06","06",1938,"California"
"fsa2000001825/PP","Lange","Transportation","Squatters in the brush near Wasco, California",6029,"Kern","Wasco","thumb/0570/0579/8b32441_150px.jpg","1938-06","06",1938,"California"
"fsa2000001829/PP","Lange","Homes and Living Conditions","One of forty houses adjoining Arvin (Kern County) camp for migrants, California.",6029,"Kern","","thumb/0570/0579/8b32445_150px.jpg","1938-02","02",1938,"California"
"fsa2000001830/PP","Lange","Homes and Living Conditions","Squatter camp on the flat where families live during the orange picking season. ",6107,"Tulare","Porterville","thumb/0570/0579/8b32446_150px.jpg","1938-02","02",1938,"California"
"fsa2000001833/PP","Lange","Organized Society","Unemployment benefits aid begins. Line of men inside a division office of the St",6075,"San Francisco","San Francisco","thumb/0570/0579/8b15408_150px.jpg","1938-01","01",1938,"California"
"fsa2000001834/PP","Lange","Organized Society","Unemployment benefits aid begins. Line of men inside a division office of the St",6075,"San Francisco","San Francisco","thumb/0570/0579/8b15408_150px.jpg","1938-01","01",1938,"California"
"fsa2000001835/PP","Lange","Organized Society","Unemployment benefits aid begins. Line of men inside a division office of the St",6075,"San Francisco","San Francisco","thumb/0570/0579/8b15409_150px.jpg","1938-01","01",1938,"California"
"fsa2000001836/PP","Lange","Organized Society","Unemployment benefits aid begins. Line of men inside a division office of the St",6075,"San Francisco","San Francisco","thumb/0570/0579/8b37612_150px.jpg","1938-01","01",1938,"California"
"fsa2000001837/PP","Lange","Organized Society","Unemployment benefits aid begins. Line of men inside a division office of the St",6075,"San Francisco","San Francisco","thumb/0570/0579/8b37612_150px.jpg","1938-01","01",1938,"California"
"fsa2000001838/PP","Lange","Work","The All-American Canal under construction, Imperial County, California. This big",6025,"Imperial","","thumb/0570/0579/8b37613_150px.jpg","1938-01","01",1938,"California"
"fsa2000001839/PP","Lange","Work","The All-American Canal under construction, Imperial County, California. This big",6025,"Imperial","","thumb/0570/0579/8b15410_150px.jpg","1938-01","01",1938,"California"
"fsa2000001840/PP","Lange","Work","The All-American Canal under construction, Imperial County, California. This big",6025,"Imperial","","thumb/0570/0579/8b37623_150px.jpg","1938-01","01",1938,"California"
"fsa2000001842/PP","Lange","Work","Lemon picking in southern California. Riverside County",6065,"Riverside","","thumb/0570/0579/8b32450_150px.jpg","1938-02","02",1938,"California"
"fsa2000001859/PP","Lange","Homes and Living Conditions","Waiting for the potato harvest to open, 150 migratory families from eleven state",6029,"Kern","Bakersfield","thumb/0570/0579/8b32464_150px.jpg","1938-04","04",1938,"California"
"fsa2000001866/PP","Lange","Work","Windmill on small farm near Tracy, California",6077,"San Joaquin","Tracy","thumb/0570/0579/8b32470_150px.jpg","1938-08","08",1938,"California"
"fsa2000001870/PP","Lange","Work","Rehabilitated small farmer in field of milo maize, Tulare County, California. Th",6107,"Tulare","","thumb/0570/0579/8b32474_150px.jpg","1938-11",11,1938,"California"
"fsa2000001874/PP","Lange","Organized Society","Cotton picker during strike carrying his Farm Security Administration grant of f",6029,"Kern","Bakersfield","thumb/0570/0579/8b32478_150px.jpg","1938-11",11,1938,"California"
"fsa2000001876/PP","Lange","War","News of the surrender of Canton to the Japanese. San Francisco, California. Chin",6075,"San Francisco","San Francisco","thumb/0570/0579/8b32480_150px.jpg","1938-11",11,1938,"California"
"fsa2000001886/PP","Lange","Work","This pumping plant for irrigation is powered by a natural gas engine which opera",6107,"Tulare","","thumb/0570/0579/3c30417_150px.jpg","1938-11",11,1938,"California"
"fsa2000001896/PP","Lange","People As Such","On the Mineral King cooperative farm. Tulare County, California",6107,"Tulare","","thumb/0580/0580/8b32499_150px.jpg","1938-11",11,1938,"California"
"fsa2000001898/PP","Lange","Religion","Sunday morning, Kern County, California. Many Texans, Oklahomans, Arkansans, are",6029,"Kern","","thumb/0580/0580/3c29073_150px.jpg","1938-11",11,1938,"California"
"fsa2000001899/PP","Lange","Homes and Living Conditions","Orange pickers camp, Farmersville, Tulare County California. Rent: one dollar pe",6107,"Tulare","Farmersville","thumb/0580/0580/8b32503_150px.jpg","1938-11",11,1938,"California"
"fsa2000001909/PP","Lange","Homes and Living Conditions","Auto camp which rents tent space where migrant citrus workers live. Tulare Count",6107,"Tulare","","thumb/0580/0580/8b32513_150px.jpg","1938-11",11,1938,"California"
"fsa2000001912/PP","Lange","Homes and Living Conditions","Type house at Garden Homes, Arvin (Kern County) California. This is an Farm Secu",6029,"Kern","Arvin","thumb/0580/0580/8b32515_150px.jpg","1938-11",11,1938,"California"
"fsa2000001914/PP","Lange","Organized Society","Type of house in Shafter camp for migratory workers, California. These homes rep",6029,"Kern","Shafter","thumb/0580/0580/8b32517_150px.jpg","1938-11",11,1938,"California"
"fsa2000001919/PP","Lange","Work","Migratory field worker picking cotton in San Joaquin Valley, California. These p",6077,"San Joaquin Valley","","thumb/0580/0580/3c22717_150px.jpg","1938-11",11,1938,"California"
"fsa2000001927/PP","Lange","Religion","Sunday morning, Kern County, California. Many Texans, Oklahomans, Arkansans are ",6029,"Kern","","thumb/0580/0580/8b38704_150px.jpg","1938-11",11,1938,"California"
"fsa2000001928/PP","Lange","Transportation","Gas station. Kern County, California",6029,"Kern","","thumb/0580/0580/8b32529_150px.jpg","1938-11",11,1938,"California"
"fsa2000001931/PP","Lange","Transportation","Colored itinerants on oil tank cars passing through Kingsbury, California",6053,"Monterey","Kingsbury","thumb/0580/0580/8b32532_150px.jpg","1938-11",11,1938,"California"
"fsa2000001933/PP","Lange","Homes and Living Conditions","One of three families camped behind a billboard on U.S. 99. Kern County, Califor",6029,"Kern","","thumb/0580/0580/8b32534_150px.jpg","1938-11",11,1938,"California"
"fsa2000001935/PP","Lange","People As Such","Mexican migrant woman harvesting tomatoes. Santa Clara Valley, California",6085,"Santa Clara","Santa Clara Valley","thumb/0580/0580/3c31507_150px.jpg","1938-11",11,1938,"California"
"fsa2000001936/PP","Lange","Work","Mexican grandmother of migrant family picking tomatoes in commercial field. Sant",6085,"Santa Clara","","thumb/0580/0580/3c25640_150px.jpg","1938-11",11,1938,"California"
"fsa2000001937/PP","Lange","Organized Society","Listening to the speaker at the conference to Aid Agricultural Organization duri",6029,"Kern","Bakersfield","thumb/0580/0580/8b32538_150px.jpg","1938-11",11,1938,"California"
"fsa2000001938/PP","Lange","Organized Society","Listening to the speaker at the Conference to Aid Agricultural Organization duri",6029,"Kern","Bakersfield","thumb/0580/0580/8b32539_150px.jpg","1938-11",11,1938,"California"
"fsa2000001939/PP","Lange","Organized Society","Listening to the speaker at the Conference to Aid Agricultural Organization duri",6029,"Kern","Bakersfield","thumb/0580/0580/8b32540_150px.jpg","1938-11",11,1938,"California"
"fsa2000001940/PP","Lange","Organized Society","Conference called by the Steinbeck Committee to Aid Agricultural Organization du",6029,"Kern","Bakersfield","thumb/0580/0580/8b32541_150px.jpg","1938-11",11,1938,"California"
"fsa2000001942/PP","Lange","People As Such","The children crowd and push to reach refreshments at Halloween party. Shafter mi",6029,"Kern","Shafter","thumb/0580/0580/8b32543_150px.jpg","1938-11",11,1938,"California"
"fsa2000001943/PP","Lange","People As Such","End of the Halloween party. Shafter migrant camp. California",6029,"Kern","Shafter","thumb/0580/0580/8b32544_150px.jpg","1938-11",11,1938,"California"
"fsa2000001944/PP","Lange","People As Such","Refreshments for children of migrant families. Shafter migrant camp, California",6029,"Kern","Shafter","thumb/0580/0580/8b32545_150px.jpg","1938-11",11,1938,"California"
"fsa2000001946/PP","Lange","Social and Personal Activity","Mothers on the sidelines, watching the Halloween party. Shafter migrant camp, Ca",6029,"Kern","Shafter","thumb/0580/0580/8b32547_150px.jpg","1938-11",11,1938,"California"
"fsa2000001947/PP","Lange","People As Such","Hungry boy at the Halloween party for migrant workers. Shafter migrant camp, Cal",6029,"Kern","Shafter","thumb/0580/0580/8b32548_150px.jpg","1938-11",11,1938,"California"
"fsa2000001949/PP","Lange","People As Such","Children at Halloween party, waiting for signal to come for refreshments. Shafte",6029,"Kern","Shafter","thumb/0580/0580/8b32550_150px.jpg","1938-11",11,1938,"California"
"fsa2000001950/PP","Lange","People As Such","Halloween party at Shafter migrant camp, California",6029,"Kern","Shafter","thumb/0580/0580/8b32551_150px.jpg","1938-11",11,1938,"California"
